PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
39251	9.600912	-0.004928	-0.21617	-0.170898	0.074196	-0.020599	-0.760742	0.480225	0.084229
39252	9.735582	-0.137357	-0.416025	-0.151253	0.089645	-0.000763	-0.767578	0.480469	0.071289
39253	9.973306	-0.176849	-0.343328	-0.131989	0.094032	0.001526	-0.765381	0.480469	0.081787
39254	10.028391	-0.128355	-0.273036	-0.139236	0.094986	0.011253	-0.765137	0.476074	0.076904
39255	9.924401	-0.15892	-0.184524	-0.119782	0.096321	0.006866	-0.762939	0.478027	0.079102
39256	9.875669	-0.317728	-0.213033	-0.113487	0.079346	-0.000191	-0.764893	0.476074	0.068604
39257	9.784007	-0.384898	-0.240683	-0.089264	0.074196	0.009918	-0.762939	0.478027	0.079102
39258	9.839034	-0.361387	-0.239693	-0.069046	0.077438	0.012207	-0.762939	0.476074	0.084717
39259	9.899992	-0.311916	-0.289232	-0.055695	0.077248	0.014496	-0.763184	0.484619	0.078613
39260	9.888002	-0.270628	-0.354922	-0.039864	0.078964	0.018311	-0.760498	0.480225	0.076172
39261	9.90609	-0.29414	-0.282738	-0.026703	0.084114	0.024414	-0.769775	0.476074	0.077148
39262	10.003706	-0.370065	-0.169426	0.000763	0.109482	0.027466	-0.758301	0.482422	0.072998
39263	10.095224	-0.367954	-0.128733	0.015259	0.109291	0.034332	-0.767578	0.480469	0.073975
39264	10.107306	-0.359042	-0.056571	0.02079	0.110245	0.029755	-0.760498	0.480225	0.073242
39265	10.101305	-0.301168	-0.086099	0.032806	0.107002	0.041199	-0.762939	0.482422	0.073486
39266	10.027973	-0.225793	-0.063463	0.016022	0.101471	0.037193	-0.758301	0.484375	0.072754
39267	9.948771	-0.221485	-0.147361	0.016785	0.104713	0.035095	-0.762939	0.482422	0.078857
39268	9.918352	-0.176196	-0.149556	0.000572	0.097656	0.035667	-0.762939	0.482422	0.073486
39269	9.844989	-0.190706	-0.092774	-0.009918	0.099373	0.030518	-0.762939	0.486816	0.070312
