PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	-8.467992	1.201725	3.903399	0.19373154697137057	-0.020943951023931952	0.0017453292519943296	0.19	-0.5713	-0.4762
1.0	-8.581788000000001	1.232136	3.932829	0.17627825445142728	0.012217304763960306	-0.013962634015954637	0.1871	-0.5848	-0.4704
2.0	-8.570016	1.2703950000000002	3.930867	0.17627825445142728	0.027925268031909273	-0.019198621771937627	0.1884	-0.5855	-0.4688
3.0	-8.570016	1.3066920000000002	3.929886	0.16406094968746698	0.05759586531581287	-0.010471975511965976	0.189	-0.5858	-0.469
4.0	-8.570997	1.3351410000000001	3.937734	0.14486232791552936	0.07504915783575616	-0.012217304763960306	0.1897	-0.5851	-0.4686
5.0	-8.56413	1.357704	3.935772	0.13264502315156904	0.11693705988362008	-0.003490658503988659	0.1904	-0.5859	-0.4685
6.0	-8.552358	1.3675140000000001	3.935772	0.11693705988362008	0.13962634015954636	0.0	0.191	-0.5867	-0.4683
7.000000000000001	-8.549415000000002	1.3783050000000001	3.926943	0.09773843811168245	0.17278759594743864	0.003490658503988659	0.1914	-0.5873	-0.4682
8.0	-8.562168	1.3812480000000003	3.926943	0.08203047484373349	0.1884955592153876	0.008726646259971648	0.1917	-0.5877	-0.4681
9.0	-8.575902000000001	1.3783050000000001	3.931848	0.05235987755982989	0.20769418098732523	0.017453292519943295	0.1923	-0.5883	-0.4689
10.0	-8.591598000000001	1.3734000000000002	3.926943	0.05585053606381855	0.23212879051524585	0.027925268031909273	0.1925	-0.5888	-0.4695
11.0	-8.615142	1.387134	3.9289050000000003	0.04014257279586958	0.22689280275926285	0.04014257279586958	0.1929	-0.5898	-0.4707
12.0	-8.645553	1.387134	3.925962	0.026179938779914945	0.24609142453120045	0.0471238898038469	0.1934	-0.5905	-0.47
13.0	-8.670078	1.379286	3.917133	0.026179938779914945	0.24958208303518914	0.059341194567807204	0.194	-0.5915	-0.4668
14.000000000000002	-8.697546	1.3675140000000001	3.902418	0.010471975511965976	0.26529004630313807	0.0645771823237902	0.1952	-0.5929	-0.4619
15.0	-8.731881000000001	1.350837	3.892608	0.005235987755982988	0.27052603405912107	0.08377580409572781	0.1954	-0.5937	-0.4592
16.0	-8.773083	1.3341600000000002	3.8778930000000003	-0.0	0.2792526803190927	0.09075712110370514	0.1958	-0.594	-0.4585
17.0	-8.822133000000001	1.3165020000000003	3.8749500000000006	0.010471975511965976	0.27401669256310973	0.08726646259971647	0.1957	-0.5952	-0.458
18.0	-8.864316	1.297863	3.868083	0.013962634015954637	0.2792526803190927	0.08726646259971647	0.1964	-0.596	-0.4552
19.0	-8.906499	1.2880530000000001	3.8504250000000004	0.010471975511965976	0.27401669256310973	0.0890117918517108	0.1968	-0.5967	-0.4545
20.0	-8.941815	1.274319	3.843558	0.010471975511965976	0.24085543677521748	0.07853981633974483	0.1979	-0.598	-0.4519
21.0	-8.965359000000001	1.2556800000000001	3.8249190000000004	0.020943951023931952	0.24085543677521748	0.07330382858376185	0.1999	-0.5986	-0.4462
22.0	-8.978112000000001	1.2429270000000001	3.8131470000000003	0.024434609527920613	0.2059488517353309	0.061086523819801536	0.2017	-0.5996	-0.4414
23.0	-8.996751000000001	1.228212	3.801375	0.022689280275926284	0.20420352248333654	0.04537856055185257	0.2024	-0.6004	-0.4403
24.0	-9.013428	1.215459	3.798432	0.026179938779914945	0.18500490071139894	0.031415926535897934	0.2029	-0.6018	-0.4434
25.0	-9.034029	1.2125160000000001	3.7905840000000004	0.0471238898038469	0.1832595714594046	0.026179938779914945	0.2036	-0.6019	-0.4441
26.0	-9.053649000000002	1.2095730000000002	3.789603	0.041887902047863905	0.17453292519943295	0.026179938779914945	0.2041	-0.603	-0.444
27.0	-9.058554	1.211535	3.7807740000000005	0.05061454830783556	0.16057029118347832	0.012217304763960306	0.2059	-0.6034	-0.4425
28.000000000000004	-9.052668	1.2233070000000001	3.769002	0.05585053606381855	0.1291543646475804	-0.006981317007977318	0.2076	-0.6046	-0.4427
28.999999999999996	-9.041877	1.234098	3.7611540000000003	0.05235987755982989	0.1064650843716541	-0.019198621771937627	0.2092	-0.6055	-0.4409
30.0	-9.035991000000001	1.2507750000000002	3.754287	0.0645771823237902	0.08726646259971647	-0.04014257279586958	0.21	-0.6063	-0.4408
