PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	-8.428752	-1.73637	4.298742	-0.03316125578789226	-0.024434609527920613	-0.10995574287564276	0.021	-0.5356	0.2956
1.0	-8.422866	-1.731465	4.301685	-0.03316125578789226	-0.024434609527920613	-0.10995574287564276	0.0206	-0.5357	0.3015
2.0	-8.417961	-1.7295030000000002	4.2879510000000005	-0.027925268031909273	-0.026179938779914945	-0.09773843811168245	0.02	-0.5352	0.3001
3.0	-8.412075000000002	-1.735389	4.290894000000001	-0.027925268031909273	-0.026179938779914945	-0.09599310885968812	0.0192	-0.5355	0.3016
4.0	-8.40717	-1.739313	4.2928560000000004	-0.027925268031909273	-0.026179938779914945	-0.09599310885968812	0.0187	-0.5357	0.3027
5.0	-8.403246000000001	-1.7422560000000002	4.294818	-0.027925268031909273	-0.026179938779914945	-0.09599310885968812	0.0182	-0.5359	0.3036
6.0	-8.399322	-1.739313	4.293837	-0.03490658503988659	-0.04363323129985824	-0.12217304763960307	0.0186	-0.5357	0.3074
7.000000000000001	-8.393436000000001	-1.737351	4.294818	-0.04363323129985824	-0.031415926535897934	-0.10821041362364843	0.0184	-0.5358	0.309
8.0	-8.383626000000001	-1.7422560000000002	4.3056090000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0194	-0.536	0.309
9.0	-8.373816000000001	-1.7422560000000002	4.316400000000001	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0202	-0.536	0.3107
10.0	-8.366949	-1.7471610000000002	4.322286	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0213	-0.536	0.3074
11.0	-8.361063	-1.7520660000000001	4.328172	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0224	-0.536	0.304
12.0	-8.355177000000001	-1.75599	4.3438680000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0238	-0.5364	0.3039
13.0	-8.351253	-1.75599	4.349754000000001	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0253	-0.5363	0.302
14.000000000000002	-8.347329	-1.755009	4.3566210000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0269	-0.5362	0.3001
15.0	-8.343405	-1.755009	4.362507	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0285	-0.536	0.2983
16.0	-8.341443	-1.7599140000000002	4.371336	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0293	-0.5363	0.2932
17.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
18.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
19.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
20.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
21.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
22.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
23.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
24.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
25.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
26.0	-8.336538000000001	-1.763838	4.3742790000000005	-0.04537856055185257	-0.031415926535897934	-0.1064650843716541	0.0305	-0.5364	0.2918
27.0	-8.32869	-1.7775720000000002	4.3742790000000005	-0.05235987755982989	0.020943951023931952	-0.09773843811168245	0.0295	-0.536	0.2926
28.000000000000004	-8.321823	-1.7913060000000003	4.3742790000000005	-0.05235987755982989	0.020943951023931952	-0.09773843811168245	0.0285	-0.5356	0.2934
28.999999999999996	-8.315937	-1.810926	4.379184	-0.03490658503988659	0.005235987755982988	-0.09773843811168245	0.0277	-0.5356	0.2939
30.0	-8.310051	-1.830546	4.385070000000001	-0.03490658503988659	0.005235987755982988	-0.09773843811168245	0.0269	-0.5356	0.2943
31.0	-8.304165000000001	-1.850166	4.390956	-0.03490658503988659	0.005235987755982988	-0.09773843811168245	0.0261	-0.5356	0.2947
32.0	-8.298279	-1.869786	4.396842	-0.03490658503988659	0.005235987755982988	-0.09773843811168245	0.0254	-0.5356	0.2952
33.0	-8.292393	-1.8884250000000002	4.401747	-0.03490658503988659	0.005235987755982988	-0.09773843811168245	0.0246	-0.5356	0.2956
34.0	-8.286507	-1.9080450000000002	4.407633	-0.03490658503988659	0.005235987755982988	-0.09773843811168245	0.0238	-0.5356	0.2961
35.0	-8.266887	-1.9384560000000002	4.407633	-0.05061454830783556	0.015707963267948967	-0.09599310885968812	0.0231	-0.535	0.2972
36.0	-8.258058	-1.9708290000000002	4.4145	-0.027925268031909273	0.029670597283903602	-0.09250245035569947	0.022	-0.5347	0.2981
37.0	-8.258058	-1.9865250000000003	4.421367	-0.024434609527920613	0.015707963267948967	-0.09773843811168245	0.0218	-0.5352	0.2963
38.0	-8.257077	-2.008107	4.4301960000000005	-0.031415926535897934	0.0	-0.09773843811168245	0.0219	-0.5355	0.2947
39.0	-8.253153000000001	-2.025765	4.426272	-0.024434609527920613	0.010471975511965976	-0.0890117918517108	0.0215	-0.5356	0.2959
40.0	-8.250210000000001	-2.044404	4.427253	-0.006981317007977318	0.003490658503988659	-0.08552113334772216	0.0218	-0.5355	0.2997
41.0	-8.242362	-2.062062	4.4301960000000005	-0.0017453292519943296	0.010471975511965976	-0.08552113334772216	0.0216	-0.5358	0.3022
42.0	-8.236476	-2.078739	4.436082	0.0017453292519943296	0.008726646259971648	-0.07853981633974483	0.0214	-0.5357	0.3033
43.0	-8.229609	-2.091492	4.437063	0.0017453292519943296	0.003490658503988659	-0.06981317007977318	0.0209	-0.5357	0.304
44.0	-8.218818	-2.104245	4.437063	0.0017453292519943296	0.005235987755982988	-0.08377580409572781	0.0211	-0.536	0.306
45.0	-8.222742	-2.10915	4.44393	0.0017453292519943296	0.017453292519943295	-0.08028514559173916	0.0218	-0.5366	0.3064
46.0	-8.214894000000001	-2.113074	4.439025	0.008726646259971648	0.015707963267948967	-0.07853981633974483	0.0222	-0.537	0.3058
47.0	-8.208027000000001	-2.1160170000000003	4.43412	0.003490658503988659	0.019198621771937627	-0.08552113334772216	0.0226	-0.5369	0.3041
48.0	-8.202141	-2.114055	4.439025	0.006981317007977318	0.012217304763960306	-0.07853981633974483	0.0227	-0.5369	0.3019
